"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ISG15",6.0137588124071,-0.281164444379462,0.564673280867917,-0.497924116309002,0.6185375285802,0.99646444511542,"ISG15"
"SDF4",5.94990862858288,0.0206094863294149,0.47803267491514,0.0431131330783475,0.96561135035145,0.99646444511542,"SDF4"
"AURKAIP1",9.02921704434385,0.112033724393032,0.4190669102759,0.267340898662871,0.789206699729309,0.99646444511542,"AURKAIP1"
"MRPL20",6.32596066673463,0.0439628758751184,0.460021983189784,0.095566902195153,0.923864553068803,0.99646444511542,"MRPL20"
"SSU72",6.96065937643394,-0.270814120624023,0.491048948598489,-0.551501273746657,0.581290093748117,0.99646444511542,"SSU72"
"GNB1",5.40116973351704,0.0537502925158133,0.47010698662245,0.11433629800312,0.908971209511335,0.99646444511542,"GNB1"
"FAAP20",4.98125647277741,0.121994798988676,0.544867126519145,0.223898255282959,0.822836473352989,0.99646444511542,"FAAP20"
"RER1",5.37886879939797,0.105190517555427,0.479606950545368,0.219326507749343,0.826395714352414,0.99646444511542,"RER1"
"TNFRSF14",10.8627377445356,0.339121573925394,0.380320219364125,0.89167379660326,0.372567802461706,0.99646444511542,"TNFRSF14"
"RPL22",98.0000729022604,0.0080476546186244,0.310233048980738,0.0259406747445662,0.979304657197401,0.99646444511542,"RPL22"
"CAMTA1",7.50100616736347,0.13226259480484,0.450419945623508,0.293642846170479,0.769030831832369,0.99646444511542,"CAMTA1"
"PARK7",9.40997597309214,-0.603457699950792,0.42808397834559,-1.40967130394127,0.158636761788264,0.99646444511542,"PARK7"
"RERE",3.44197948162949,-1.32175937063282,0.802649958087249,-1.64674445854657,0.0996105818640179,0.99646444511542,"RERE"
"ENO1",11.2575735128607,-0.561914810097794,0.410235259793172,-1.36973796543255,0.170768712877746,0.99646444511542,"ENO1"
"PGD",3.65558266087473,0.230796865411744,0.583163980027371,0.395766668237827,0.692277168231299,0.99646444511542,"PGD"
"TNFRSF1B",6.86208258091149,0.678071006121207,0.427936843820623,1.58451186410449,0.113077283954718,0.99646444511542,"TNFRSF1B"
"DHRS3",2.31213407618219,-0.450223148428415,0.803608158977192,-0.560252087287721,0.57530750322037,0.99646444511542,"DHRS3"
"EFHD2",9.48225053688845,0.126637009762143,0.47078729349355,0.268989863389076,0.787937483130581,0.99646444511542,"EFHD2"
"NECAP2",7.40793546756809,0.10466135960923,0.497026714468427,0.210574917932058,0.833218986039479,0.99646444511542,"NECAP2"
"RP11-108M9.4",3.83342285011963,-0.442491699470129,0.593702927025542,-0.745308266689904,0.456085384798262,0.99646444511542,"RP11-108M9.4"
"SDHB",6.02919155327575,-1.0224473870561,0.738489893844663,-1.38451100763631,0.166202039925038,0.99646444511542,"SDHB"
"AKR7A2",2.74318445998157,0.303009904799823,0.668795791424365,0.453067900075282,0.650499848926986,0.99646444511542,"AKR7A2"
"CAPZB",23.0747466641419,-0.575965435505206,0.380608391841368,-1.51327571291507,0.130209639219215,0.99646444511542,"CAPZB"
"MINOS1",11.6672315666729,-0.525963786347735,0.410675088620751,-1.280729708038,0.200288621179353,0.99646444511542,"MINOS1"
"DDOST",4.19169923928003,0.397943050197253,0.554317326611966,0.71789754909794,0.472820459191172,0.99646444511542,"DDOST"
"HP1BP3",5.43262128384422,0.689611337327155,0.519290251145593,1.32798822201229,0.184181997878243,0.99646444511542,"HP1BP3"
"CDC42",20.6992814973032,0.397014759585889,0.402352217066933,0.986734365427502,0.323772878325016,0.99646444511542,"CDC42"
"C1QA",440.341169248621,-0.766468297302122,0.307041380575024,-2.49630292785515,0.0125495379438781,0.783505639579452,"C1QA"
"C1QC",267.868298720504,-0.831540061297005,0.286798439245705,-2.89938837702185,0.00373891447288903,0.503861756008281,"C1QC"
"C1QB",349.831393386671,-0.727405824767536,0.386331493894679,-1.88285406771895,0.0597201474250705,0.99646444511542,"C1QB"
"HNRNPR",3.51890579025798,0.131236056074371,0.652005415683003,0.20128062270295,0.840479153342668,0.99646444511542,"HNRNPR"
"RPL11",211.565983211393,-0.029400960634931,0.268866930876298,-0.109351345437338,0.912923822959792,0.99646444511542,"RPL11"
"FUCA1",29.6850652361093,0.911327127136086,0.598740068427691,1.52207472857004,0.127990357326433,0.99646444511542,"FUCA1"
"PNRC2",4.57945996082971,-0.0531855855084945,0.524165342535733,-0.101467192110033,0.919179600018288,0.99646444511542,"PNRC2"
