"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa03010","Ribosome",93,-0.729425462175269,-3.87456478434847,1e-10,2.53e-08,2.45263157894737e-08,746,"tags=71%, list=17%, signal=60%","6235/6224/6229/6155/6201/6204/51065/6191/6154/6208/6132/6181/6223/6128/6202/7311/9349/6168/6129/6189/11224/6143/6159/55052/6222/64968/6138/3921/6135/54460/9045/6161/6217/6173/64963/6134/6175/6205/6169/6139/6166/6137/6165/25873/6152/6142/6194/6125/6193/6144/6203/6141/6188/6232/6192/6230/6209/6147/6124/6122/6187/4736/51187/23521/6157/29074","Down","T_cells_OGT","IMM","Ileum","InactiveCD_vs_Control","dataset_02"
"hsa04932","Non-alcoholic fatty liver disease",93,-0.322587418059273,-1.713521003447,9.60491781068903e-05,0.0121502210305216,0.011778662367845,660,"tags=30%, list=15%, signal=26%","4695/2931/4709/1329/374291/581/5601/2932/4726/998/3570/4696/126328/6391/4708/1337/51079/54539/10000/1351/4728/9167/5295/9021/1340/29796/4715/1649","Down","T_cells_OGT","IMM","Ileum","InactiveCD_vs_Control","dataset_02"
