"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"FO538757.2",6.2675186901135,-0.456582654985903,0.561698214783614,-0.812861146731248,0.416297672833963,0.768919804135422,"FO538757.2"
"ISG15",44.9738238610028,1.40174148093227,0.755359687598077,1.85572715084861,0.0634924587831611,0.352860744387834,"ISG15"
"AGRN",2.94004973029001,0.886928749819641,0.710443969625042,1.24841477687219,0.211879200309823,0.592695491289838,"AGRN"
"SDF4",15.169303697042,-0.239667480667995,0.317106938435768,-0.755793871462515,0.449772791744277,0.792406978687247,"SDF4"
"FAM132A",10.5970124660911,-0.17686949783292,0.436299815491787,-0.405385222621643,0.685194371498519,0.905343493672066,"FAM132A"
"UBE2J2",3.43198626585613,-0.458130713920457,0.575687179376728,-0.795798013804052,0.426149446379667,0.774319263874255,"UBE2J2"
"CPSF3L",3.27106243576649,-0.613577889435958,0.595205193621139,-1.03086783517974,0.302602801925581,0.69040711937971,"CPSF3L"
"CPTP",3.1782810477903,-0.181701690442447,0.696140760027737,-0.261012859576283,0.794082590406525,0.944229562267444,"CPTP"
"DVL1",2.07774118898409,0.285717010414723,0.73618786031495,0.388103398353363,0.69793951716286,0.911086802735259,"DVL1"
"AURKAIP1",26.6149373455023,-0.0975305823926654,0.316896011540434,-0.307768412478808,0.758258558850504,0.931487936894232,"AURKAIP1"
"CCNL2",3.89383219892524,-0.67074448685164,0.586834731027764,-1.14298703090889,0.253043975752806,0.639161857306232,"CCNL2"
"MRPL20",11.3545359698639,-0.399258449269119,0.423175453209541,-0.943482062206053,0.345434386161659,0.724440723465082,"MRPL20"
"VWA1",3.28818625295527,-0.153754244002054,0.734619443039302,-0.209297814615326,0.834215757684907,0.951451563009747,"VWA1"
"SSU72",13.2136042154543,-1.15649711109476,0.467966644794732,-2.4713238089908,0.0134613866803024,0.160741009603444,"SSU72"
"CDK11B",4.60132767265668,0.114465273078154,0.524614161816468,0.218189445519007,0.827281508242807,0.949919264100746,"CDK11B"
"SLC35E2B",3.17402182366881,0.00524887215350307,0.57331735301634,0.0091552647515162,0.992695257650723,0.997902266225379,"SLC35E2B"
"CDK11A",3.08824012596081,0.407996638435928,0.676492608169748,0.603105833690872,0.546438285840515,0.838955736434566,"CDK11A"
"NADK",4.40285399263678,-0.499029462086778,0.642477239105738,-0.776727067843486,0.437319813654931,0.781414914713161,"NADK"
"GNB1",14.1756326285331,0.774511303181876,0.376016709840819,2.05977894841363,0.0394196779745009,0.283314946452817,"GNB1"
"PRKCZ",3.33951177625486,0.301874518397715,0.582074691155491,0.518618182485235,0.604027027003546,0.866767332358799,"PRKCZ"
"FAAP20",6.41138487799725,-0.540838046022041,0.47295405090806,-1.14353190332897,0.25281781654236,0.639161857306232,"FAAP20"
"RER1",15.9894099965635,-0.45272791691786,0.359546833960955,-1.2591625739834,0.207971616651594,0.588647550454991,"RER1"
"RP3-395M20.8",4.72384243070141,-0.697025133558531,0.548388145142647,-1.2710434018905,0.203713208595756,0.584377315539606,"RP3-395M20.8"
"TNFRSF14",14.1809854168217,0.256746064152372,0.352454123854373,0.728452433311446,0.466336676358254,0.800983063939784,"TNFRSF14"
"FAM213B",3.75986837674322,-0.592801192746693,0.552167035486254,-1.07359033525907,0.28300633117679,0.668464413649363,"FAM213B"
"ARHGEF16",5.37964071870978,-0.387280469040032,0.491727666532919,-0.787591375060662,0.430935761287347,0.776828584394558,"ARHGEF16"
"TPRG1L",5.0579278006422,-1.01906200525389,0.536083323868639,-1.90093957390774,0.057309927828274,0.333632766407009,"TPRG1L"
"CEP104",1.5873083824453,0.520085025166845,0.771655845018109,0.673985726311242,0.500320388408154,0.819286427028663,"CEP104"
"RPL22",81.9894155033468,-0.471539993079491,0.398012948316543,-1.18473530842135,0.236122117506209,0.617531243285369,"RPL22"
"RNF207",4.13367472289097,-1.94674778017271,0.64980199199657,-2.9959092218095,0.00273627878567379,0.0697284740908677,"RNF207"
"ICMT",3.12587822478304,0.313729642698867,0.590323234981894,0.531453996908134,0.595104211888162,0.86037512533126,"ICMT"
"ACOT7",9.58753246549705,-0.0205492900228558,0.390273130832817,-0.0526536120460175,0.958007899943611,0.989327057632091,"ACOT7"
"ESPN",16.0367194689048,0.333441827161927,0.398304829175367,0.83715235853974,0.40250693279367,0.762267227090882,"ESPN"
"CAMTA1",14.5751863682715,0.196926737855133,0.363445106022431,0.541833511008892,0.587933203695377,0.85492805075704,"CAMTA1"
"VAMP3",6.90792577585062,0.515498085375707,0.488917060071608,1.05436714623991,0.291714857750773,0.677566086611135,"VAMP3"
"PER3",2.76827938787537,-0.521791309696228,0.906609934682369,-0.575541133772197,0.564925379807209,0.846209036419624,"PER3"
"PARK7",14.1057049619793,-0.933182318664195,0.372012169878218,-2.50847255607171,0.0121254386768382,0.152639599408689,"PARK7"
"ERRFI1",11.4381657079276,1.56771008457718,0.704934473741898,2.22390894894889,0.0261545708577187,0.232156473479114,"ERRFI1"
"RERE",4.36459384746943,1.2683014238169,0.598866287240356,2.11783740517667,0.0341888402721877,0.266538676336569,"RERE"
"ENO1",33.4141181957351,0.0713205720203854,0.326589992382595,0.218379539128175,0.827133406244107,0.949919264100746,"ENO1"
