"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa04061","Viral protein interaction with cytokine and cytokine receptor",19,0.746825834480641,2.12763621037771,2.04815624332222e-05,0.00530472467020456,0.00508805129920047,55,"tags=32%, list=1%, signal=31%","6348/6375/8743/6351/6846/3560","Up","IELs_ID3_ENTPD1","IMM","Ileum","ActiveCD_vs_Control","dataset_02"
"hsa04060","Cytokine-cytokine receptor interaction",35,0.583911655961138,1.93797639483526,0.000298038639138813,0.0385960037684763,0.0370195362298736,57,"tags=26%, list=2%, signal=26%","6348/6375/8743/6351/7293/6846/8784/3560/4050","Up","IELs_ID3_ENTPD1","IMM","Ileum","ActiveCD_vs_Control","dataset_02"
