"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa03010","Ribosome",111,0.552862246856188,2.39883710519993,1.46777587232908e-09,3.55201761103638e-07,3.36815937018674e-07,896,"tags=70%, list=31%, signal=50%","64968/6210/6158/6167/6181/6228/6206/51021/6134/6159/6207/6168/6202/6156/6218/6143/64963/6125/6130/6152/6204/6234/6229/6169/6189/6193/6132/51065/6217/6170/6137/6223/64960/23521/6227/25873/65005/6161/6222/6142/9045/6171/55052/6147/200916/6173/6141/2197/6133/6136/3921/6188/7311/6124/6176/6122/6139/54460/6205/6164/6154/6155/51121/6157/63931/11224/9349/6233/6160/6146/6201/6230/6191/6144/6232/6165/6194/6208","Up","IgG_plasma_cell","IMM","Ileum","InactiveCD_vs_Control","dataset_01"
"hsa05171","Coronavirus disease - COVID-19",103,0.486615218352474,2.06465951497382,3.72232938506382e-06,0.000450401855592722,0.000427088318917849,896,"tags=73%, list=31%, signal=52%","6772/6210/6158/6167/3572/6181/6228/6206/6134/6159/6207/6168/6202/6156/6218/6143/6125/5579/6130/6152/6204/6234/6229/6169/6189/6193/6132/51065/6217/6170/6137/6223/23521/6227/25873/6161/6850/6222/6142/9045/6171/6147/200916/6173/6141/2197/6133/6136/3921/6188/7311/6124/6176/6122/6139/6205/6164/6154/6155/51121/6157/11224/9349/6233/6160/6146/3454/6201/6230/6191/6144/6232/6165/6194/6208","Up","IgG_plasma_cell","IMM","Ileum","InactiveCD_vs_Control","dataset_01"
"hsa04612","Antigen processing and presentation",31,-0.633392701244706,-1.93051940639876,0.000367971444993663,0.0296830298961555,0.0281465877223223,293,"tags=35%, list=10%, signal=32%","3309/5721/3320/6891/3123/2923/3113/10437/3108/3119/3304","Down","IgG_plasma_cell","IMM","Ileum","InactiveCD_vs_Control","dataset_01"
