"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa03010","Ribosome",120,0.570204094445548,2.65744316495819,1e-10,2.85e-08,2.69473684210526e-08,1230,"tags=73%, list=30%, signal=53%","63931/6142/6159/6207/6234/6158/6139/124995/6193/6181/6208/6209/6171/6191/6202/65005/6206/6138/6222/6228/6183/6157/6150/6204/6136/55173/6187/6223/11224/6161/6132/6137/6210/6134/6164/6168/6201/23521/6143/64928/6176/6167/6233/6188/6135/6147/6235/6155/6170/25873/6130/4736/6141/6232/6165/6217/6160/6156/6173/6128/219927/6194/6169/2197/6133/6227/3921/64963/6129/6122/6152/6203/6154/6146/6124/7311/29088/55168/9045/6175/6218/9553/54948/6230/6189/64968/200916/55052","Up","Paneth_cell","EPI","Ileum","InactiveCD_vs_Control","dataset_01"
"hsa05171","Coronavirus disease - COVID-19",114,0.436417163139674,2.00268125140084,4.40705383962474e-07,6.28005172146525e-05,5.93792517338912e-05,1170,"tags=68%, list=28%, signal=50%","3454/717/6142/6159/6207/6234/6158/6139/6193/6181/6208/6209/6171/6191/6202/6206/6138/6222/6228/6157/6204/6136/6187/6223/11224/6161/6132/6137/6210/6134/6164/6168/6201/23521/6143/6176/6167/6233/6188/6135/6147/6235/6155/6170/25873/6130/4736/6141/5595/6232/6165/6217/6160/6156/6173/6128/6194/6169/3654/2197/6133/6227/3921/6129/6122/5594/6152/6203/6154/834/6146/6124/7311/5970/9045/6175/6218/6230","Up","Paneth_cell","EPI","Ileum","InactiveCD_vs_Control","dataset_01"
"hsa04976","Bile secretion",14,-0.758054129350845,-1.96870215893503,0.000179188955692364,0.0170229507907746,0.0160955693534194,595,"tags=71%, list=14%, signal=61%","79799/358/6522/476/5243/481/6523/8714/1576/8431","Down","Paneth_cell","EPI","Ileum","InactiveCD_vs_Control","dataset_01"
