"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"FO538757.2",2.6504239433363,-0.0461788822718726,0.659642931084207,-0.0700058775676891,0.944188981494913,0.99915105146149,"FO538757.2"
"NOC2L",3.36053066679899,0.156133835425263,0.526637293157705,0.296473184587989,0.766868742553205,0.99915105146149,"NOC2L"
"PLEKHN1",1.08694380336935,-0.123983323595592,0.865501478715244,-0.143250273563523,0.886092526641822,0.99915105146149,"PLEKHN1"
"ISG15",15.6601363212791,-0.580727279153003,0.794863628876118,-0.730599889158485,0.465023579761646,0.99915105146149,"ISG15"
"TNFRSF18",8.22697722309892,0.0581766399735705,0.524983453091506,0.110816140263054,0.911762146104999,0.99915105146149,"TNFRSF18"
"TNFRSF4",7.77504657060476,-0.129261348549419,0.436275042843934,-0.29628407737194,0.767013144778135,0.99915105146149,"TNFRSF4"
"SDF4",28.3250649751532,-0.0826132915475103,0.239826616728437,-0.344470904332757,0.730492173621879,0.99915105146149,"SDF4"
"UBE2J2",5.83081311654738,-0.0674124211531835,0.485165572665627,-0.138947248014326,0.889491834543039,0.99915105146149,"UBE2J2"
"ACAP3",3.84579357130295,-0.387884708315319,0.522701752170914,-0.742076541171585,0.458040962144927,0.99915105146149,"ACAP3"
"PUSL1",2.52287279019588,0.191755734035826,0.631543097280938,0.303630480423927,0.761409427208971,0.99915105146149,"PUSL1"
"CPSF3L",2.77137857179318,0.11519423096864,0.535935747941939,0.214940375615922,0.829813805302629,0.99915105146149,"CPSF3L"
"CPTP",4.01580047990094,-0.372047361875761,0.484856194661035,-0.767335482092502,0.442882077398406,0.99915105146149,"CPTP"
"TAS1R3",1.64094568875714,0.306140326255624,0.83999252318678,0.364456013363289,0.715517514621644,0.99915105146149,"TAS1R3"
"AURKAIP1",30.4312681981965,0.409378001552171,0.216850262293071,1.88783724411133,0.0590478035249255,0.99915105146149,"AURKAIP1"
"CCNL2",3.36983832787595,0.267933932243609,0.493030105410996,0.543443350219467,0.586824585198479,0.99915105146149,"CCNL2"
"MRPL20",21.0187482718036,0.339534531178303,0.250100324628114,1.35759332453156,0.174592762335412,0.99915105146149,"MRPL20"
"ATAD3C",1.74843854386087,0.664540877997109,0.983440635726711,0.675730546263271,0.499211738254848,0.99915105146149,"ATAD3C"
"ATAD3A",1.49641940799167,-0.337087925991659,0.738135702895182,-0.456674734292763,0.647904853642677,0.99915105146149,"ATAD3A"
"SSU72",16.8150991961486,0.031356707310896,0.255942164143353,0.122514816641673,0.902491312403562,0.99915105146149,"SSU72"
"MIB2",4.3626649712879,0.719607224905034,0.477620385185236,1.50665098732322,0.131900140802142,0.99915105146149,"MIB2"
"CDK11B",3.16498367796375,0.813914361872759,0.716526754495466,1.13591621913109,0.255991629633808,0.99915105146149,"CDK11B"
"SLC35E2B",3.35020634795967,0.355749480864197,0.612229364171889,0.581072228290437,0.561191774974716,0.99915105146149,"SLC35E2B"
"CDK11A",2.78634249302712,-0.540469467367814,0.539265614756397,-1.00223239268085,0.316231366392877,0.99915105146149,"CDK11A"
"NADK",3.16439465092486,0.169213119137652,0.645509254026806,0.262138951660366,0.793214317385014,0.99915105146149,"NADK"
"GNB1",6.1061323094685,0.200517765174463,0.494317468501805,0.40564571950532,0.685002930789993,0.99915105146149,"GNB1"
"TMEM52",2.42567535214228,-0.745243081113911,0.786995286929505,-0.946947324197464,0.343665621403,0.99915105146149,"TMEM52"
"PRKCZ",1.05730730347711,-0.0344084596580366,0.886492921616357,-0.038814139198426,0.969038571879424,0.99915105146149,"PRKCZ"
"FAAP20",8.93060890362857,0.489226115382855,0.372290556905336,1.3140975679038,0.188813372509034,0.99915105146149,"FAAP20"
"RER1",16.8174811587926,0.421059145167547,0.301036821784409,1.39869648726591,0.161904018062046,0.99915105146149,"RER1"
"PEX10",1.8021952195911,0.438348105983447,0.66203500169842,0.662122251631538,0.507892876259056,0.99915105146149,"PEX10"
"RP3-395M20.12",0.681729869292242,0.127149784121143,1.06550928298161,0.119332403904863,0.905012012308841,0.99915105146149,"RP3-395M20.12"
"RP3-395M20.8",1.75348233491926,1.01266984163813,0.777680695361833,1.30216661886787,0.192859433698323,0.99915105146149,"RP3-395M20.8"
"TNFRSF14",15.0648042280584,-0.171339477386929,0.300306459717169,-0.570548757253832,0.568305562461174,0.99915105146149,"TNFRSF14"
"FAM213B",1.29981632706489,-0.0155936795705474,0.75723959368296,-0.0205927948044885,0.983570488161811,0.99915105146149,"FAM213B"
"WRAP73",2.33289031179979,0.15949180638596,0.772067421657829,0.206577562932898,0.836339784477442,0.99915105146149,"WRAP73"
"SMIM1",2.67504338401746,0.428649174529453,0.653349745236035,0.656079194420738,0.511773170359431,0.99915105146149,"SMIM1"
"LRRC47",3.753769599522,0.0510707252534966,0.605578437589309,0.0843337907749808,0.932791046933769,0.99915105146149,"LRRC47"
"CEP104",3.09015996201399,0.345233014711973,0.593211187486353,0.581973202789462,0.560584730993663,0.99915105146149,"CEP104"
"C1orf174",2.23285201159642,-0.272513422390076,0.62976763450936,-0.432720590035381,0.665217769573516,0.99915105146149,"C1orf174"
