"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa05171","Coronavirus disease - COVID-19",97,0.446951518440118,2.00335270491008,2.1839703746809e-07,3.95298637817243e-05,3.86217918890939e-05,594,"tags=63%, list=33%, signal=44%","3725/9636/3455/2353/4792/3661/6206/6210/6139/6130/6850/6176/6168/3454/6169/6191/6208/200916/11224/6202/6229/6137/6181/51187/6204/6223/6228/6217/6218/6133/6227/6156/6135/6161/25873/6171/6170/6164/9045/9349/6125/6132/6167/6136/6141/6173/6224/6165/6152/23521/6160/6134/6159/6154/6194/6143/6128/6232/6175/6189/6147","Up","Activated_B_cell","IMM","Ileum","InactiveCD_vs_Control","dataset_01"
"hsa03010","Ribosome",105,0.325785151293467,1.46061917138429,0.000590622817502921,0.0485423048357728,0.0474272010026743,657,"tags=70%, list=37%, signal=47%","6150/6206/6210/65005/6182/51021/65003/6139/6130/54460/6176/6168/6169/6191/6208/200916/11224/6202/6229/6137/6181/51187/6204/6223/6228/64979/6217/6218/6133/6227/6156/6135/6161/25873/6171/6170/6164/9045/9349/6125/6132/6167/6136/6141/64960/6173/6224/6165/6152/23521/6160/6134/6159/6154/6194/6143/6128/6232/6175/6189/6147/51081/64981/6157/55168/6235/6144/6209/2197/64963/6187/6155/6122","Up","Activated_B_cell","IMM","Ileum","InactiveCD_vs_Control","dataset_01"
"hsa05133","Pertussis",13,0.725041412767687,2.06159194850404,0.000804568588438224,0.0485423048357728,0.0474272010026743,186,"tags=54%, list=10%, signal=49%","3725/3689/23643/2353/29108/2771/3661","Up","Activated_B_cell","IMM","Ileum","InactiveCD_vs_Control","dataset_01"
