"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"FO538757.2",19.2374657683697,-0.196469058854194,0.433285899359883,-0.45343977070209,0.650232103899007,0.999896640336892,"FO538757.2"
"NOC2L",6.39928621798416,-0.142495203386199,0.504717318341352,-0.282326756399957,0.777692971075872,0.999896640336892,"NOC2L"
"ISG15",35.8221924910263,0.0283636132187219,0.452531723191222,0.0626776240540744,0.950023215770562,0.999896640336892,"ISG15"
"RP11-465B22.8",15.5838116009137,0.388570330889198,0.425398871418361,0.913425862164679,0.361018608864173,0.999896640336892,"RP11-465B22.8"
"SDF4",38.0041803226554,-0.0932739912404642,0.28018417040263,-0.332902430235183,0.739207934915774,0.999896640336892,"SDF4"
"UBE2J2",12.1876189729861,-0.4789073455069,0.398202575163512,-1.20267264798639,0.229103022456683,0.999896640336892,"UBE2J2"
"ACAP3",5.08458467110774,-0.642430066957359,0.602167696497678,-1.06686238849054,0.28603398105081,0.999896640336892,"ACAP3"
"CPSF3L",12.3284830532658,0.0788766668451184,0.399694710706103,0.19734228332863,0.843559692568455,0.999896640336892,"CPSF3L"
"CPTP",4.50449608517539,0.0278507389530596,0.592832757563898,0.0469790823764622,0.962529898963458,0.999896640336892,"CPTP"
"DVL1",4.77525449993244,-0.245772713808891,0.617273571676661,-0.398158490961008,0.69051336126386,0.999896640336892,"DVL1"
"AURKAIP1",68.9288651039834,-0.0149949491076609,0.339277776058601,-0.0441966735394745,0.964747633595319,0.999896640336892,"AURKAIP1"
"CCNL2",16.9549569097295,0.0101658461190655,0.370803408192279,0.0274157299918723,0.978128152245235,0.999896640336892,"CCNL2"
"MRPL20",32.608645207547,-0.301694230263526,0.402776390611163,-0.749036530680815,0.453835187721239,0.999896640336892,"MRPL20"
"VWA1",5.2552787960115,0.703749353339798,0.630290701213176,1.11654725666304,0.264187953879076,0.999896640336892,"VWA1"
"ATAD3B",3.38668960735927,-0.283503234105747,0.68428884529019,-0.414303456876489,0.678651882511328,0.999896640336892,"ATAD3B"
"ATAD3A",5.0908347358258,-0.498356902236367,0.655977477826931,-0.759716482778164,0.447424074080792,0.999896640336892,"ATAD3A"
"SSU72",35.456562894369,-0.0223695033422534,0.314701750786734,-0.071081598009325,0.94333281378113,0.999896640336892,"SSU72"
"MIB2",9.49411281816695,0.0875436201885926,0.450208183054668,0.194451419329183,0.845822431380974,0.999896640336892,"MIB2"
"CDK11B",17.9674395513481,-0.1903799919302,0.447158141447984,-0.425755396767938,0.670286091217518,0.999896640336892,"CDK11B"
"SLC35E2B",14.9038421259941,0.273331473977075,0.439724594100853,0.62159696692877,0.534206915916879,0.999896640336892,"SLC35E2B"
"CDK11A",10.0222573061709,-0.109966309145978,0.548684937489381,-0.200417947773727,0.841153723945664,0.999896640336892,"CDK11A"
"NADK",13.6589500349586,0.335264859800598,0.385941137249055,0.868694283771688,0.385014368825479,0.999896640336892,"NADK"
"GNB1",29.8317939074179,0.238652628462784,0.297073958634019,0.803344155644394,0.421775842962465,0.999896640336892,"GNB1"
"PRKCZ",7.94323346155824,-0.31217517822903,0.464537114897457,-0.672013426307047,0.501575148911497,0.999896640336892,"PRKCZ"
"FAAP20",23.5208420616625,0.327997001142032,0.340892470951674,0.962171444345363,0.335963490721184,0.999896640336892,"FAAP20"
"RER1",38.088616703175,-0.0221655773948993,0.303292277637915,-0.0730832237718944,0.941739891445931,0.999896640336892,"RER1"
"RP3-395M20.8",10.1387646785434,-0.0373791035464488,0.501601477980055,-0.0745195243382738,0.940597006183158,0.999896640336892,"RP3-395M20.8"
"TNFRSF14",37.3059464469064,0.393118313069366,0.310993318152975,1.26407318139226,0.206203761470218,0.999896640336892,"TNFRSF14"
"FAM213B",7.90734114961438,0.119936376262418,0.476151465295257,0.251887025461629,0.801128388500823,0.999896640336892,"FAM213B"
"ARHGEF16",14.6988648756222,0.0711167597484949,0.381329507014319,0.18649687066001,0.852055132662038,0.999896640336892,"ARHGEF16"
"TPRG1L",10.6934426895655,0.55471870907277,0.417032685105723,1.33015643349907,0.183466735041962,0.999896640336892,"TPRG1L"
"LRRC47",7.78576303905345,-0.193173017810845,0.464113603927809,-0.416219253596566,0.677249572195413,0.999896640336892,"LRRC47"
"CEP104",7.37265050942988,-0.00269351332686832,0.49962424507889,-0.00539107810199046,0.995698562852313,0.999896640336892,"CEP104"
"C1orf174",5.6105553167906,-0.179239780248715,0.517049859672578,-0.346658599544382,0.72884781642228,0.999896640336892,"C1orf174"
"RPL22",405.542426355152,-0.296343009305781,0.455537158822007,-0.650535315433119,0.515346497602733,0.999896640336892,"RPL22"
"RNF207",11.5360778402403,0.121137086280205,0.510478000519381,0.237301286552907,0.812423064080949,0.999896640336892,"RNF207"
"ICMT",10.0968536001655,0.523873920657385,0.446245578651535,1.17395879246676,0.240411531493431,0.999896640336892,"ICMT"
"GPR153",29.6223228786641,0.266483699134955,0.507687450938302,0.524897156001084,0.599654686573096,0.999896640336892,"GPR153"
"ACOT7",44.4245950727036,0.233921402595653,0.352216888193666,0.664140222790884,0.506600568392816,0.999896640336892,"ACOT7"
"HES2",6.13099664113509,0.850646754901766,0.49914366472868,1.7042122639464,0.0883414388511494,0.999896640336892,"HES2"
"ESPN",10.4719336787786,0.082321755893404,0.493367385325346,0.166856906925693,0.867482641005251,0.999896640336892,"ESPN"
"TNFRSF25",8.79067166185192,0.458410925361769,0.561029205247702,0.817089237198222,0.413877433144863,0.999896640336892,"TNFRSF25"
"NOL9",3.08640687590149,-1.27194692031771,0.768826275603683,-1.65440094944592,0.0980460736953794,0.999896640336892,"NOL9"
"ZBTB48",5.00419091689637,-0.163619404681482,0.574312529252595,-0.28489610856029,0.775723737416768,0.999896640336892,"ZBTB48"
"DNAJC11",5.59083132934402,0.265253172873988,0.596193829292594,0.444910966604135,0.656384097082819,0.999896640336892,"DNAJC11"
"CAMTA1",34.355539214828,-0.0431601262996155,0.371136440050705,-0.11629180442028,0.907421280668947,0.999896640336892,"CAMTA1"
"VAMP3",12.0416856044947,0.399342450690481,0.393593460358978,1.01460641730749,0.310293479107014,0.999896640336892,"VAMP3"
"PER3",3.83790020498775,-0.426821812613487,0.749852264535198,-0.569207873070912,0.569215078345833,0.999896640336892,"PER3"
"PARK7",49.6304071634659,-0.676597174713431,0.392961017805516,-1.72179209655929,0.0851071868132983,0.999896640336892,"PARK7"
"ERRFI1",8.0488257113289,0.282583892119593,0.501227518124169,0.563783674881131,0.572901363336362,0.999896640336892,"ERRFI1"
"RERE",17.9100187676311,-0.244587676171071,0.386095866548278,-0.633489496683042,0.526414037661457,0.999896640336892,"RERE"
"ENO1",53.7464346596309,-0.216476277640028,0.425855545795788,-0.508332648892721,0.611220077152028,0.999896640336892,"ENO1"
"H6PD",5.93220290059168,-0.00685861228092613,0.622116329674967,-0.0110246459605224,0.991203783386302,0.999896640336892,"H6PD"
"SLC25A33",4.21307571990493,-0.34690107659357,0.594960005678484,-0.583066211648914,0.559848728428799,0.999896640336892,"SLC25A33"
"CLSTN1",29.6326341792971,0.323088003137528,0.321596477855952,1.00463787816185,0.315071251135602,0.999896640336892,"CLSTN1"
"CTNNBIP1",9.19313140529089,0.320137324164882,0.46571804391526,0.687405885057641,0.491826990110807,0.999896640336892,"CTNNBIP1"
"LZIC",4.3204467897331,-0.747599731533018,0.767245869339723,-0.974393947765907,0.32986097338368,0.999896640336892,"LZIC"
"NMNAT1",1.78503377109409,0.348803839642098,1.03084722595951,0.338366181581788,0.735087255882737,0.999896640336892,"NMNAT1"
"UBE4B",6.6067505251887,-0.427859657850186,0.544561209563487,-0.785696172140415,0.432045506323479,0.999896640336892,"UBE4B"
"KIF1B",7.54764419115579,0.348890580253708,0.474526221534554,0.735239833797683,0.462193443369886,0.999896640336892,"KIF1B"
"PGD",4.88135054629234,0.0458090205612725,0.5819889509165,0.078711151627765,0.937262375286127,0.999896640336892,"PGD"
"DFFA",5.69665987183838,-0.362231772321458,0.59693253637344,-0.606821961024497,0.543969072262028,0.999896640336892,"DFFA"
"CASZ1",12.3609639548417,0.435889211803674,0.379916135306947,1.14733008497127,0.25124522457806,0.999896640336892,"CASZ1"
"TARDBP",19.0530804378097,0.0256314344748167,0.346602407654571,0.0739505378749744,0.94104974249255,0.999896640336892,"TARDBP"
"SRM",8.60518236591951,-0.281062816819782,0.697758394233984,-0.402808220069269,0.687089313549001,0.999896640336892,"SRM"
"EXOSC10",5.62460520640653,-1.75088903984716,0.677551944021054,-2.58413993981951,0.00976221758029992,0.999896640336892,"EXOSC10"
"AGTRAP",3.3693277725557,0.83842319945815,0.657265087108141,1.27562412168745,0.202088422940134,0.999896640336892,"AGTRAP"
"MTHFR",6.58289001314853,0.434893106359413,0.480507684645664,0.905070033750056,0.365428286273393,0.999896640336892,"MTHFR"
"KIAA2013",21.4295708068034,0.165269587247146,0.349076711103699,0.47344776087927,0.63589376214678,0.999896640336892,"KIAA2013"
"MFN2",7.68960961973566,0.109854565497498,0.455599458936483,0.241120930551441,0.809461391051887,0.999896640336892,"MFN2"
"MIIP",3.90631434666284,0.427874833674445,0.59242318683011,0.722245251682135,0.470143706382564,0.999896640336892,"MIIP"
"VPS13D",5.11160639647956,-0.0657117210990949,0.56016754068229,-0.117307263143197,0.906616569615979,0.999896640336892,"VPS13D"
"DHRS3",9.78325580450046,-0.0824992843211479,0.429741408269615,-0.191974249475603,0.847762376186639,0.999896640336892,"DHRS3"
"PRDM2",5.05465845270598,0.250731550951346,0.635850638347291,0.394324603657,0.693341400718909,0.999896640336892,"PRDM2"
"TMEM51",7.61137942098999,-0.00306180429501036,0.465849652719596,-0.00657251599767387,0.994755928715389,0.999896640336892,"TMEM51"
