"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","ont","gene_ratio","gene_count","cluster"
"GO:0001816","cytokine production",427,0.372039941532237,1.89864731085601,1.29816360229019e-10,2.02110643597938e-08,1.78397364728518e-08,1061,"tags=25%, list=13%, signal=23%","7850/115362/50943/3458/3554/1958/51176/940/3595/3553/4049/54739/5187/57162/8140/9447/2207/1236/6772/10365/2597/5724/4067/1191/3091/149233/2867/4939/9641/7133/28984/10865/8651/3662/3574/602/3718/5045/9516/2633/920/5142/1051/80149/3902/23208/30009/3148/1540/3303/7494/8809/2532/7128/10159/9636/10892/3566/3805/4050/3702/5621/10538/51665/22861/201633/2335/7124/113277/11334/6777/10417/4938/3659/91543/84861/11120/3115/7538/3572/5971/8915/3113/5966/3965/604/3106/6992/23513/861/80762/10626/5452/3815/5144/6774/3594/2000/4615/6095/1281/3105/5663/30968/706/4860/684/9261","Up","BP",0.0466411796832332,427,1
"GO:0001817","regulation of cytokine production",425,0.372571253501217,1.90174160093662,1.86569390019336e-10,2.71729289012033e-08,2.39847779495146e-08,1061,"tags=25%, list=13%, signal=23%","7850/115362/50943/3458/3554/1958/51176/940/3595/3553/4049/54739/5187/57162/8140/9447/2207/1236/6772/10365/2597/5724/4067/1191/3091/149233/2867/4939/9641/7133/28984/10865/8651/3662/3574/602/3718/5045/9516/2633/920/5142/1051/80149/3902/23208/30009/3148/1540/3303/7494/8809/2532/7128/10159/9636/10892/3566/3805/4050/3702/5621/10538/51665/22861/201633/2335/7124/113277/11334/6777/10417/4938/3659/91543/84861/11120/3115/7538/3572/5971/8915/3113/5966/3965/604/3106/6992/23513/861/80762/10626/5452/3815/5144/6774/3594/2000/4615/6095/3105/5663/30968/706/4860/684/9261","Up","BP",0.0464227198252321,425,1
"GO:0001819","positive regulation of cytokine production",274,0.40741974963369,1.95311195350368,4.06643920255516e-09,4.70768538449655e-07,4.15534111224665e-07,1061,"tags=27%, list=13%, signal=24%","115362/50943/3458/3554/1958/940/3595/3553/4049/57162/8140/9447/2207/1236/6772/2597/5724/1191/3091/149233/2867/4939/9641/28984/10865/3662/3574/602/920/5142/1051/30009/3148/3303/7494/8809/10159/9636/10892/3566/3805/4050/3702/10538/22861/201633/7124/113277/11334/6777/10417/4938/3659/91543/3115/3572/8915/3113/3965/23513/861/10626/5452/3815/5144/6774/3594/4615/6095/3105/5663/30968/4860/9261","Up","BP",0.0299290005461496,274,1
"GO:0002250","adaptive immune response",282,0.537655066938286,2.58147428946612,1e-10,1.67222222222222e-08,1.47602339181287e-08,966,"tags=29%, list=11%, signal=27%","3539/3538/3493/3514/3500/1493/3494/3502/3501/50943/3458/3503/3554/10563/969/3512/3507/51176/940/3553/4068/8320/4049/2207/3119/9021/54900/4067/1191/149233/7133/8284/10865/3662/710/602/3718/7037/1512/920/80149/3902/30009/8809/7128/10892/3566/3726/64332/7248/3702/10538/2475/89857/7124/714/55824/3108/3659/91543/84861/81545/3115/5551/23108/3572/5971/8915/3113/604/3106/7532/3560/715/4292/5585/80762/6774/64167/3594/4615/6095","Up","BP",0.030802839978154,282,1
"GO:0002252","immune effector process",373,0.466605423857503,2.352770189369,1e-10,1.67222222222222e-08,1.47602339181287e-08,1024,"tags=27%, list=12%, signal=25%","3539/3538/3002/3493/3514/3500/3494/6280/7293/3502/3501/50943/3458/3503/3554/969/51237/51176/940/3553/4068/8320/4049/8140/2207/29851/5225/9021/5724/4067/1191/149233/1130/2867/7133/8284/28984/3430/10865/3662/710/602/3718/7037/9516/1512/3055/1051/80149/3902/30009/3689/7494/8809/10892/3566/3726/3805/64332/7248/10538/2475/201633/11331/7124/714/11334/6777/10417/7157/7001/91543/84861/55601/81545/5551/3572/5971/8915/3965/604/3106/7532/3560/715/4292/5585/80762/3815/6774/966/3594/80031/4615/6095/9437/11314/22904/3105/3984/5663","Up","BP",0.0407427635172037,373,1
"GO:0002253","activation of immune response",371,0.415784082328849,2.09080060611501,1e-10,1.67222222222222e-08,1.47602339181287e-08,1037,"tags=22%, list=12%, signal=21%","3539/3493/3514/3500/1493/3494/6280/6279/3502/3501/115362/50943/3458/3503/3507/940/3553/4068/57162/9447/2207/1236/3119/54900/4067/1191/2867/9641/28984/3430/84937/3662/710/2633/3055/5142/80149/1540/3303/7128/952/2634/10892/51428/64332/4792/8893/3702/5621/330/89857/22861/11331/857/7124/714/6397/4938/3659/91543/9473/55601/11120/3115/81030/8915/3783/3656/715/57787/54726/5144/966/23098/9840/2355/4615/11314/3105/3984/5663/79931/30968","Up","BP",0.0405243036592026,371,1
"GO:0002429","immune response-activating cell surface receptor signaling pathway",214,0.460881714388203,2.1532488812664,1.13074892470885e-09,1.41814760973901e-07,1.25175889735313e-07,417,"tags=17%, list=5%, signal=16%","3539/3493/3514/3500/1493/3494/3502/3501/50943/3458/3503/3507/940/4068/57162/2207/1236/3119/54900/4067/2867/3430/84937/2633/3055/5142/80149/1540/7128/952/10892/64332/4792/8893/3702/5621","Up","BP",0.0233752048061169,214,1
"GO:0002443","leukocyte mediated immunity",231,0.527173937934387,2.48788464399739,1e-10,1.67222222222222e-08,1.47602339181287e-08,977,"tags=27%, list=12%, signal=25%","3539/3538/3002/3493/3514/3500/3494/3502/3501/50943/3503/3554/940/3553/4068/4049/2207/5724/4067/1191/149233/1130/7133/8284/10865/710/602/3718/7037/1512/3902/30009/3689/8809/10892/3566/3805/64332/10538/201633/7124/714/11334/6777/10417/91543/84861/81545/5551/8915/3965/604/3106/7532/3560/715/4292/80762/3815/3594/4615/9437/11314","Up","BP",0.0252321135991262,231,1
"GO:0002449","lymphocyte mediated immunity",187,0.57735776574281,2.66758096674272,1e-10,1.67222222222222e-08,1.47602339181287e-08,976,"tags=29%, list=12%, signal=27%","3539/3538/3002/3493/3514/3500/3494/3502/3501/50943/3503/3554/940/3553/4068/4049/2207/1191/149233/1130/7133/8284/10865/710/602/7037/1512/3902/30009/8809/10892/3566/3805/64332/10538/201633/7124/714/6777/91543/84861/81545/5551/8915/3965/604/3106/7532/3560/715/4292/80762/3594/4615/9437","Up","BP",0.0204259967231021,187,1
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",28,0.782956168773457,2.49715853730158,9.19612881501564e-08,8.65010866662409e-06,7.63520695036167e-06,191,"tags=36%, list=2%, signal=35%","3493/3500/3494/3502/3501/3503/4049/1191/710/602","Up","BP",0.00305843801201529,28,1
