"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"HES4",9.64898269620252,-0.929200359207383,0.552511271816068,-1.68177629417978,0.0926122272096514,0.999984846617848,"HES4"
"ISG15",34.4295232795043,-0.209955748837412,0.690820944866313,-0.303922095005446,0.761187244150067,0.999984846617848,"ISG15"
"TNFRSF4",10.1584001640256,0.142517878252201,0.516872856854745,0.275731016558782,0.782754670989011,0.999984846617848,"TNFRSF4"
"SDF4",15.8744345075731,0.664808086156035,0.375574691136809,1.77010885409706,0.0767090088634638,0.999984846617848,"SDF4"
"FAM132A",5.37298649892314,-0.588888474733301,0.744246440757164,-0.791254673833834,0.428795392538955,0.999984846617848,"FAM132A"
"AURKAIP1",14.97164902247,-0.0494390337404167,0.38880091165355,-0.127157710433741,0.898815575793303,0.999984846617848,"AURKAIP1"
"CCNL2",6.51849536739152,-0.706137859101341,0.623519442687351,-1.13250335235403,0.257422875789763,0.999984846617848,"CCNL2"
"MRPL20",12.750517401891,-0.587157048936133,0.417518777560135,-1.40630093900762,0.159634781432388,0.999984846617848,"MRPL20"
"ANKRD65",7.05677409522013,0.724023082449454,0.683452756920284,1.05936083382264,0.289435479625826,0.999984846617848,"ANKRD65"
"VWA1",38.741526670909,0.270324220776196,0.42813333416218,0.631401947024744,0.527777743272883,0.999984846617848,"VWA1"
"SSU72",13.1980251192616,0.377917621188609,0.49710214608837,0.760241379286717,0.447110314893792,0.999984846617848,"SSU72"
"GNB1",11.7753240763755,-0.1463085990986,0.436208842717095,-0.335409521245054,0.737316186616707,0.999984846617848,"GNB1"
"FAAP20",8.21512556739832,0.40113129626288,0.464535088309359,0.863511296257012,0.387856411304811,0.999984846617848,"FAAP20"
"SKI",5.28471478089708,-0.0575805061117299,0.622789116397935,-0.0924558644260869,0.92633585605391,0.999984846617848,"SKI"
"RER1",6.39501602618407,-0.0563168121313511,0.650340412365402,-0.0865958981797194,0.93099272643221,0.999984846617848,"RER1"
"TNFRSF14",6.45725878745201,0.482633566455647,0.554388845323991,0.87056868211984,0.383989702646447,0.999984846617848,"TNFRSF14"
"RPL22",103.82223609719,0.248113546469043,0.279229864641886,0.888563788788316,0.374237559400381,0.999984846617848,"RPL22"
"CAMTA1",22.6752845493744,0.12465092032762,0.38335714094397,0.325156119488689,0.745062917270103,0.999984846617848,"CAMTA1"
"VAMP3",11.1610233850393,-0.394177886831071,0.469928232098208,-0.838804438437513,0.401579059642863,0.999984846617848,"VAMP3"
"PARK7",21.8621693430305,-0.489169569170232,0.347155092307212,-1.40908078265303,0.158811282588249,0.999984846617848,"PARK7"
"RERE",4.5552819449803,0.121868005212924,0.738084087407391,0.165113985373943,0.868854265360172,0.999984846617848,"RERE"
"ENO1",13.6458291852313,-0.822035689303481,0.506622614820665,-1.62257993475966,0.104679232717075,0.999984846617848,"ENO1"
"CLSTN1",8.24962309397044,-0.190803048669313,0.592744592389496,-0.321897578011029,0.747530288084466,0.999984846617848,"CLSTN1"
"CTNNBIP1",8.30064823373875,0.543024760132661,0.503179316268931,1.07918736437575,0.280504211312035,0.999984846617848,"CTNNBIP1"
"RBP7",36.2058722732315,0.138054858508424,0.573551133702899,0.240701918967763,0.809786151571741,0.999984846617848,"RBP7"
"DFFA",7.72389608307346,-0.115113646878872,0.51045946947362,-0.225509866625798,0.821582650584032,0.999984846617848,"DFFA"
"DHRS3",9.09487095657855,0.250156706659056,0.626932455968831,0.399016998206731,0.689880679440698,0.999984846617848,"DHRS3"
"SZRD1",4.3119485657183,-0.00962983740736162,0.65136893473173,-0.0147839985818908,0.988204505469693,0.999984846617848,"SZRD1"
"NECAP2",7.53368905910929,-0.228433426699164,0.540764411166039,-0.42242688679641,0.672713456366745,0.999984846617848,"NECAP2"
"RP11-108M9.4",6.85509611304815,0.871159946524961,0.564331038279889,1.54370376150194,0.122660114653863,0.999984846617848,"RP11-108M9.4"
"SDHB",4.50172399784619,-0.597257745838188,0.654570269359405,-0.912442519613202,0.361535815127661,0.999984846617848,"SDHB"
"CAPZB",16.0752756609152,-0.411477862016822,0.421138547959966,-0.977060551711684,0.328539175910229,0.999984846617848,"CAPZB"
"MINOS1",20.2328811689551,-0.111928255347737,0.358847115324215,-0.31191070115364,0.755108389603309,0.999984846617848,"MINOS1"
"NBL1",7.29610887536689,-0.498197833142115,0.605112377807651,-0.82331456339913,0.410329133970057,0.999984846617848,"NBL1"
"CDA",5.06480351385523,0.151418089968482,0.679475423396774,0.222845572856081,0.823655697700746,0.999984846617848,"CDA"
"PINK1",7.87508187984742,0.444055508250087,0.515600166866131,0.861240039833772,0.389105851821706,0.999984846617848,"PINK1"
"KIF17",3.34867575265252,1.35393784777708,0.791286866172348,1.71105815811959,0.0870703772424152,0.999984846617848,"KIF17"
"HP1BP3",10.7277382574665,0.205402853220193,0.427303732230607,0.480695200456011,0.630733142789678,0.999984846617848,"HP1BP3"
"ECE1",14.2525965458322,0.343131907204784,0.390733489900923,0.8781737835981,0.379849416832237,0.999984846617848,"ECE1"
"HSPG2",64.4944532243584,0.679630659848391,0.529087402076553,1.28453381649419,0.198955239177819,0.999984846617848,"HSPG2"
