"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
2.5050921409177,0.179053081334932,0.621750839578882,0.287982049941751,0.773360478959852,0.986484825353473,"AP006222.2"
1.85896583234123,-0.281788438646735,0.780330967485743,-0.361114002119726,0.718014226348396,0.976118229511049,"SAMD11"
2.27618852655335,-0.69655642150848,0.599110640282161,-1.16265072705173,0.244971240515458,0.882188273510575,"NOC2L"
3.32044242762891,-0.249508340499189,0.49215752620285,-0.506968454641391,0.612176952652753,0.962478734376784,"HES4"
9.69055439836323,-0.205963884430293,0.421306644600546,-0.488869299997804,0.624934231649391,0.967178299257015,"ISG15"
2.23017752266814,1.19209473944448,0.777629877273585,1.5329847454216,0.125279613543745,0.863664636954305,"AGRN"
8.66420196923905,-0.391092597468009,0.419404000268271,-0.93249610689895,0.351080197693098,0.909605166299129,"SDF4"
2.84989035362342,-0.917539135481842,0.500037114004552,-1.83494206686724,0.0665142737895521,0.823258645582287,"CPSF3L"
15.0621329598334,0.738460202689176,0.430274448070466,1.71625390724628,0.0861155805587309,0.828384611796575,"MXRA8"
9.52968707795047,-0.105286623697692,0.351242518910851,-0.299754779188379,0.764364210959914,0.986484825353473,"AURKAIP1"
3.89448310030809,1.29171865604248,0.692207565051457,1.86608572523541,0.0620293727985053,0.805517556216481,"CCNL2"
10.3037862267251,-0.0245714443060333,0.35697430289328,-0.0688325296999856,0.945122924528457,0.996225771377806,"MRPL20"
2.51423994047016,0.0554658821391174,0.662112656095462,0.0837710646798457,0.933238454172813,0.996225771377806,"VWA1"
5.12944119004877,-0.0143989214790283,0.452809907318713,-0.0317990424818455,0.974632310240414,0.998056290912967,"SSU72"
3.29109391179779,0.36636842314615,0.617781761286183,0.593038587580497,0.553155328283955,0.949602723503994,"SLC35E2B"
1.80725161667479,-0.134972215307359,0.679497016367347,-0.198635478973746,0.842547898377852,0.989671632196296,"CDK11A"
9.49677005825701,0.576356685582753,0.423261108550117,1.3617048057098,0.173291064027558,0.87054444425382,"GNB1"
8.62535915384258,-0.194588855932873,0.366586623476206,-0.530812756034735,0.595548539638753,0.960160827772494,"C1orf86"
5.76684163624482,0.786198267754772,0.567113511356336,1.386315529451,0.165650576938197,0.87054444425382,"SKI"
7.20849975594753,0.0753026630250925,0.424446147045641,0.177413939434336,0.859183258910934,0.990261667051365,"RER1"
3.32952597687883,0.792156546245461,0.637803942247097,1.24200634987384,0.214234219223233,0.880433454754365,"TNFRSF14"
1.53600175963539,-0.169101890576541,0.687389476613912,-0.24600593452425,0.805677638567435,0.987150241346643,"LRRC47"
69.9323195014955,0.421717428467584,0.218491242054566,1.93013424475048,0.0535902063332182,0.787670804646468,"RPL22"
2.4212835761284,0.154687089024934,0.695062078870226,0.22255147234671,0.823884608614617,0.989347426530098,"RNF207"
2.58720552298567,0.643699760923624,0.679633136406482,0.947128276186101,0.343573417718699,0.909605166299129,"ICMT"
1.73185099364668,-0.384981137119131,0.616786664643451,-0.62417227736543,0.532514451101985,0.943425646757824,"ACOT7"
10.5686201663104,-0.0445635210020918,0.401300286147632,-0.111047817657667,0.911578428181534,0.995201737254164,"CAMTA1"
3.14083681527737,-0.495457936423227,0.503425801206287,-0.984172712713635,0.325030600065926,0.900174462350833,"VAMP3"
3.25573482989411,2.0341897874956,0.87343348874247,2.32895785851346,0.0198612983089357,0.784546762014277,"PER3"
24.056197768107,0.309495166090411,0.261193885831461,1.18492500352829,0.236047100451664,0.882188273510575,"PARK7"
5.44389154118197,0.624980632625389,0.529758149588314,1.17974708479912,0.238100820932585,0.882188273510575,"RERE"
10.3104198243884,-0.366778368172955,0.314693604979497,-1.16550944273828,0.243812840206258,0.882188273510575,"ENO1"
3.84355858392543,0.844793043704196,0.645810745329246,1.30811239951343,0.190835188383553,0.879771084402509,"H6PD"
2.03811890414788,0.812946288511931,0.769687147408673,1.05620353834529,0.290875234567463,0.882188273510575,"SPSB1"
4.47679341025866,0.294700076390327,0.57261325672297,0.514658144795454,0.6067919263045,0.962478734376784,"CLSTN1"
2.03256278998481,0.0667586669040953,0.677413074040067,0.0985494220032527,0.921496029834137,0.995201737254164,"LZIC"
1.61640932723823,0.860570023981822,0.774937912636178,1.11050189950617,0.266782810038185,0.882188273510575,"KIF1B"
3.23670865792097,0.79916133191495,0.638882780760129,1.25087317420596,0.210980752442846,0.880433454754365,"TARDBP"
4.41131805751725,0.0330660762050371,0.491105273556936,0.0673299147564613,0.946319062384718,0.996225771377806,"SRM"
3.47090586069924,0.967734191641487,0.65120645228509,1.4860635797537,0.137262304533106,0.863664636954305,"AGTRAP"
1.45698877871829,1.26020133831386,0.873853680713133,1.44211939152723,0.149268695477302,0.87054444425382,"MTHFR"
2.48057478705322,0.976739548551791,0.698958176965688,1.39742202143196,0.162286700801223,0.87054444425382,"KIAA2013"
5.39865513762034,1.541688044957,0.643912418166475,2.39425114574885,0.0166543406930022,0.774197654049929,"PLOD1"
1.11162137462065,-0.327699462619738,0.825950098363175,-0.39675455365785,0.69154846679438,0.974275279702777,"DHRS3"
10.5173821911282,-0.676199618134842,0.358057493108096,-1.88852246119788,0.0589558454448118,0.794492736353355,"PDPN"
2.98196682948518,0.786984265492692,0.626313009824498,1.25653507614861,0.208922036906307,0.880433454754365,"PRDM2"
4.61803838219017,0.242963697167754,0.587187157523969,0.413775563812184,0.679038481524094,0.973896796201254,"FBLIM1"
1.9808319261416,0.475174814095909,0.755648746564551,0.628830281604017,0.529460173034295,0.940994281573053,"RP11-169K16.9"
