"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","cell_type","cell_group","tissue","comparison","dataset"
"hsa04672","Intestinal immune network for IgA production",18,0.821756826370748,2.39453345793118,2.18953158570476e-05,0.00733493081211095,0.00689126256974446,535,"tags=61%, list=6%, signal=57%","3127/56477/5284/3113/3115/958/6370/3601/3600/8741/3119","Up","Mature_Goblet","EPI","Ileum","InactiveCD_vs_Control","dataset_03"
"hsa03040","Spliceosome",111,-0.455696065888574,-1.75530825251222,8.95515128234576e-05,0.0149998783979291,0.014092580175902,2487,"tags=49%, list=29%, signal=35%","9879/22827/10523/51503/55119/3192/10291/9775/10907/1655/6629/9416/3312/25804/7919/84991/6633/6626/988/10569/25949/57187/6428/83443/6434/4670/29896/84950/51362/10915/10450/26121/6632/9785/55696/3190/6427/23451/23450/6636/51639/51691/10189/11157/27258/84321/9410/6432/10465/51729/23658/3303/6635/3304","Down","Mature_Goblet","EPI","Ileum","InactiveCD_vs_Control","dataset_03"
"hsa05150","Staphylococcus aureus infection",18,0.770825641546113,2.24612407184396,0.000471628969952133,0.0353728646277484,0.0332332648034463,178,"tags=44%, list=2%, signal=44%","3127/3426/1671/3113/717/3115/1670/629","Up","Mature_Goblet","EPI","Ileum","InactiveCD_vs_Control","dataset_03"
"hsa05320","Autoimmune thyroid disease",15,0.80113748376901,2.26783171665279,0.000633543844079076,0.0353728646277484,0.0332332648034463,565,"tags=67%, list=7%, signal=62%","3127/3113/3115/958/3134/3106/3105/3107/3119/3133","Up","Mature_Goblet","EPI","Ileum","InactiveCD_vs_Control","dataset_03"
"hsa05330","Allograft rejection",15,0.80113748376901,2.26783171665279,0.000633543844079076,0.0353728646277484,0.0332332648034463,565,"tags=67%, list=7%, signal=62%","3127/3113/3115/958/3134/3106/3105/3107/3119/3133","Up","Mature_Goblet","EPI","Ileum","InactiveCD_vs_Control","dataset_03"
"hsa05332","Graft-versus-host disease",15,0.800860399177306,2.267047355369,0.000633543844079076,0.0353728646277484,0.0332332648034463,565,"tags=67%, list=7%, signal=62%","3127/3113/3115/3553/3134/3106/3105/3107/3119/3133","Up","Mature_Goblet","EPI","Ileum","InactiveCD_vs_Control","dataset_03"
