"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"FO538757.2",24.7639242186412,0.00792681126121175,0.357844724772207,0.0221515386771671,0.982327074626532,0.997831882473401,"FO538757.2"
"NOC2L",12.7162448922016,-0.124851188435321,0.338842159358611,-0.368464150599352,0.712527171384771,0.965018505288612,"NOC2L"
"ISG15",66.0213141004206,-0.78875986474753,0.681744618706747,-1.15697263037263,0.247283542667485,0.787396833125383,"ISG15"
"AGRN",8.2774586847199,0.915832701818124,0.377167685693581,2.42818442978215,0.0151746244547948,0.273208227871338,"AGRN"
"RP11-465B22.8",9.06603732036332,0.285622117759767,0.410911552350583,0.695093910419144,0.486996450793536,0.907714270107688,"RP11-465B22.8"
"SDF4",63.3226440232826,0.0703101772573024,0.225079238284848,0.3123796659038,0.754752001990939,0.974811706122885,"SDF4"
"FAM132A",27.7806752331779,-0.824892263381761,0.554522003967219,-1.48757354528807,0.136863394405244,0.663281511129308,"FAM132A"
"UBE2J2",14.1617903460877,-0.0194140669134337,0.33911384454656,-0.0572494082021126,0.954346520614597,0.997038832675087,"UBE2J2"
"ACAP3",5.78072707789795,0.0355321891201904,0.450168565598512,0.0789308535413825,0.937087622214256,0.995517744606572,"ACAP3"
"PUSL1",5.17001040890383,0.426239209798477,0.542585134947857,0.785571115654392,0.43211879191781,0.888258696263874,"PUSL1"
"CPSF3L",18.0431637153272,-0.0998660216235982,0.362199883577077,-0.27572074468198,0.782762561067005,0.981825103970614,"CPSF3L"
"CPTP",12.122411356086,-0.254337583616591,0.353752812390081,-0.718969785422185,0.47215953646664,0.906222461798956,"CPTP"
"DVL1",8.38019951084119,-0.0406675405030248,0.396559750383106,-0.102550852585864,0.918319451046398,0.9941842333043,"DVL1"
"AURKAIP1",134.584719838808,-0.00939319657777346,0.160020226217268,-0.0587000581102781,0.95319101305421,0.997038832675087,"AURKAIP1"
"CCNL2",19.1570858373501,-0.241167908414635,0.327520422595496,-0.736344642277435,0.461520984605504,0.901184631123626,"CCNL2"
"MRPL20",59.7611998100064,0.152826503079378,0.222436745366341,0.687056011486239,0.492047432705881,0.91074803642359,"MRPL20"
"ATAD3B",5.18376850982703,0.471889177492839,0.463303405156411,1.01853164090933,0.308425371970855,0.824559786178361,"ATAD3B"
"ATAD3A",7.11475276507833,0.28918276773553,0.529698090708473,0.545938852354078,0.585107970363629,0.935600139113022,"ATAD3A"
"SSU72",55.2105573032426,0.0479775876712684,0.227391306054067,0.210991301751267,0.832894058774255,0.988247441979293,"SSU72"
"MIB2",12.0260304776679,0.0669505250649303,0.331446439091899,0.201995004829022,0.839920629262852,0.98851959031883,"MIB2"
"CDK11B",20.3797087444509,0.141230078146765,0.350982312802996,0.40238517154577,0.687400581299727,0.961169228095918,"CDK11B"
"SLC35E2B",21.1611333004892,0.238082703584297,0.263426326446922,0.903792368802092,0.366105508971701,0.855579958134619,"SLC35E2B"
"CDK11A",11.4420279405697,0.0816711624112892,0.3542612591965,0.230539355605881,0.817672685589843,0.986147767020716,"CDK11A"
"NADK",13.7514549410793,0.496540632991228,0.308123750504465,1.61149743302256,0.107071346260599,0.609929457560378,"NADK"
"GNB1",52.3424994840783,0.138635865509883,0.224300160175921,0.618081883673863,0.536521363616358,0.926160438051502,"GNB1"
"PRKCZ",19.4245706725734,-0.446252242694866,0.303722873551089,-1.4692743996438,0.141758377597479,0.672632301828217,"PRKCZ"
"FAAP20",30.187445774131,0.234585277728422,0.333302774336102,0.703820357318317,0.481544654367961,0.907714270107688,"FAAP20"
"SKI",5.64647607092121,-0.0937399345942084,0.45310005741677,-0.206885726584635,0.83609910390332,0.988247788574737,"SKI"
"RER1",57.6043880408769,0.311594877937563,0.195483021039003,1.59397412768341,0.110941829843626,0.615726623732843,"RER1"
"PEX10",5.26791789089937,-0.697047757620814,0.559163899571286,-1.24658934197155,0.212548111679669,0.750658256499635,"PEX10"
"RP3-395M20.8",22.3609819680897,-0.187277061005822,0.375909955928098,-0.498196597489541,0.618345480427682,0.941864786344319,"RP3-395M20.8"
"TNFRSF14",54.6604176714438,-0.0636911869455329,0.247543460183344,-0.257292949279935,0.796952634949004,0.981825103970614,"TNFRSF14"
"FAM213B",20.0378550471079,-0.0823231420242423,0.290070045686941,-0.283804354321679,0.776560317414234,0.980672746893793,"FAM213B"
"ARHGEF16",17.9737208501085,-0.328076690941132,0.318815668204659,-1.02904820452716,0.303457023586093,0.823212867092307,"ARHGEF16"
"TPRG1L",15.5960493008946,-0.0924303450787678,0.357138025655399,-0.25880846742417,0.795783024359561,0.981825103970614,"TPRG1L"
"WRAP73",7.10752404647631,-0.17225687500764,0.439673478094252,-0.391783638518021,0.695218085176824,0.961229735451035,"WRAP73"
"LRRC47",10.1181063171712,-0.0711037517226109,0.38358766118192,-0.18536506493333,0.852942707691422,0.990568951193524,"LRRC47"
"CEP104",5.25510317979208,0.327545728726318,0.499789397368861,0.655367501693075,0.512231169971326,0.918386986318002,"CEP104"
"C1orf174",7.2754206138603,0.0287230429292736,0.408050389457382,0.0703909214924877,0.943882516925384,0.995517744606572,"C1orf174"
